farmer_id,farm_size_acres,years_farming,crop_type,region,income_declared,previous_subsidies_count,equipment_value,land_ownership_type
F0506,120.38030378805654,38.592755402469805,cotton,North,37963.29789243727,6,112078.53650502051,owned
F0507,106.8004615160092,24.957436645894294,corn,West,33816.01994234367,4,42763.45927930891,mixed
F0508,152.42608139724135,4.191405070335829,wheat,East,75237.1307304174,5,11752.541326395396,mixed
F0509,108.45249417944811,4.420336346051439,corn,North,52609.04829943484,4,105403.50044585227,owned
F0510,163.52284128899194,18.85492849374793,rice,North,81386.78856741116,3,91561.0673350789,owned
F0511,147.48809452754315,19.378118379023736,soybean,Central,35800.51551265484,2,43669.449448933905,leased
F0512,138.05259765667952,19.391070682538917,corn,Central,44177.362225119396,3,90660.58643718563,owned
F0513,104.6218168979201,12.960353651570417,wheat,North,57731.06450471428,2,115096.3475493839,leased
F0514,121.16143347158336,13.996365919976798,corn,North,62082.65221148068,4,87835.32639299995,owned
F0515,187.7695612912878,17.62303619327486,corn,Central,64419.82144905931,3,153156.5141922778,owned
F0516,175.04585938121903,15.687144050346642,cotton,West,32243.808951330484,2,54469.57238392599,owned
F0517,101.12223776007244,1.0,soybean,South,32806.41726018809,4,12930.271560302499,owned
F0518,464.8998458143839,13.16160295539845,corn,South,42891.59457025647,1,37670.970324411544,owned
F0519,187.56935616858945,8.188748525917491,corn,North,79618.13728171194,3,11168.55471788891,owned
F0520,66.52973594393141,16.401691351268095,wheat,Central,29986.336331369275,3,144166.9357149019,owned
F0521,177.16800961899676,38.88207202082728,cotton,East,39461.4998768669,3,79851.7838591976,owned
F0522,116.86881205270767,17.939853323794434,corn,East,64597.15828846373,4,138173.06161683338,owned
F0523,178.52993342965797,12.491762510620816,corn,South,63527.0852949764,0,69363.39501912017,owned
F0524,111.83704217287416,22.374412015818017,corn,West,61108.36735635839,2,52847.34923506703,mixed
F0525,59.75589496677405,18.8615030976737,soybean,South,51616.871615586046,2,28097.753653167878,owned
F0526,68.62287810584186,18.36075592361473,soybean,North,28697.32756900528,2,68097.39708852777,owned
F0527,152.4042473330691,19.854804745725367,soybean,West,36184.48142195729,5,105326.25946504407,owned
F0528,488.95837525822225,31.45234851863633,wheat,East,72529.803518579,2,73261.63302591501,leased
F0529,104.78416874477958,5.952892517392675,corn,Central,65472.74666511483,2,32074.772757415863,owned
F0530,181.9296229388687,18.789056614491635,wheat,Central,23300.301844490677,2,99593.7384514409,owned
F0531,66.923996886552,7.5889509601476925,soybean,North,67389.15259409643,3,105163.92863003282,owned
F0532,146.69601006763418,19.444101170737987,wheat,South,76175.56877528671,3,64104.35868218777,leased
F0533,89.44919001187716,7.650507908111245,soybean,North,51076.61577427343,5,60348.35869179013,leased
F0534,117.40819460989204,11.661065491159325,rice,Central,58525.623613592135,3,88977.21730724358,owned
F0535,152.3699335658207,12.63928068609675,rice,East,70229.70371152417,2,98842.03990795907,owned
F0536,106.97933173580239,22.806533754757673,corn,Central,36085.67207675196,6,66130.12948764669,owned
F0537,130.77222278850874,22.347635551539312,corn,West,96591.95609242961,5,10000.0,owned
F0538,200.31464046072202,5.034260988428924,wheat,Central,74461.55957293065,4,35447.38838526873,leased
F0539,121.15540652384256,15.43947288799879,soybean,Central,60480.56294406924,3,96866.55156191855,owned
F0540,191.7846056032571,9.32336116200662,rice,West,49309.84311630577,3,69742.58883385012,owned
F0541,93.51465726711909,4.931960714597324,wheat,South,59895.54889227495,1,106980.39717717211,owned
F0542,176.49020889576414,13.263863596605036,corn,Central,18794.3500267111,2,81613.78633542196,leased
F0543,222.07843103289503,12.532137692353443,rice,North,91641.75535819237,5,54798.57817453719,leased
F0544,26.417774993635533,34.41373189076418,rice,Central,72577.831468847,2,60716.77555919254,mixed
F0545,110.15523722647616,18.46367860288557,wheat,North,79280.27193604512,5,71914.11738064508,owned
F0546,178.853606359027,3.9790599939661018,soybean,West,50615.14327367385,5,130564.75315128212,owned
F0547,419.54319209355106,10.481807966632463,wheat,Central,42794.216078407444,2,130422.86007781498,owned
F0548,505.6718810056964,23.171066363435187,wheat,West,36513.855932994484,5,20864.61276925428,owned
F0549,119.80074066420897,31.7075421829594,cotton,West,66271.49217693612,5,78061.72564760136,owned
F0550,154.329489373645,2.3121335020963336,rice,South,39749.05840687458,2,36433.802452382064,owned
F0551,142.216138230396,1.0,rice,Central,46252.86133630586,4,48102.84594163776,owned
F0552,208.38910308299037,29.967721402974256,wheat,North,60927.982533505,1,24233.325845758416,mixed
F0553,162.72104216506065,18.11691341896723,rice,North,36813.43366327322,3,99106.0970974295,leased
F0554,166.8801331037601,8.053658144989068,corn,Central,70878.9352796638,6,44203.65935205501,owned
F0555,129.40615169387664,19.27703268897948,corn,South,49645.178442202916,4,110766.2173203089,owned
F0556,125.61968879637533,1.0,corn,South,19837.61363408056,2,54742.09268376038,owned
F0557,128.37209060901895,15.027004052777288,wheat,South,36599.94642463344,6,21625.233984615028,owned
F0558,169.72260711891485,17.622569382744683,rice,North,76163.70899940528,5,79915.27990732103,owned
F0559,128.95077595898687,22.394161116302637,soybean,West,31259.949732752342,4,74692.16377326011,owned
F0560,493.46622853446195,6.888832381659698,wheat,South,67881.54974475238,7,72093.52387736687,mixed
F0561,253.77003993227194,15.685497291226872,wheat,North,52433.468733891445,5,98299.96010113123,owned
F0562,193.5562351715846,7.5966029915233015,wheat,North,46565.99396541772,4,116956.81520636729,owned
F0563,133.69882339160793,17.043070045394536,wheat,West,100251.88301566549,3,71655.07760925118,leased
F0564,210.06069610819725,7.837229421095807,soybean,Central,24315.67514140691,2,87970.50043025886,owned
F0565,129.59623134892243,11.735193286718236,rice,Central,35197.32790020434,3,72418.5216605071,owned
F0566,48.0937732411073,7.0334768416781674,wheat,South,49531.39862033184,3,95194.76701419408,owned
F0567,298.7870533623894,20.209089934589258,wheat,South,98314.98784100167,3,35909.207719851125,leased
F0568,56.46040394870721,21.867608933253322,soybean,West,49577.97646415384,3,98520.33260765375,owned
F0569,132.42432579793456,13.12303544034069,rice,South,55485.05877110904,0,88490.63444311784,owned
F0570,150.92091895947758,15.305903959680228,corn,West,43283.290008267286,6,51214.50046790306,mixed
F0571,233.82186561376415,3.411268682931647,corn,North,57172.57157123807,3,146250.43359438665,owned
F0572,166.34636868820814,12.602586815945703,soybean,South,44523.65186727076,4,39217.03407949416,leased
F0573,139.04497355955678,14.598363063666042,wheat,North,63906.45208866511,0,83467.4324058902,leased
F0574,191.47027905917446,35.966344728239804,wheat,East,65483.74652970989,1,51283.71156187424,owned
F0575,118.32970364881724,6.104263793806691,soybean,West,45317.89674343602,2,97340.07876439192,leased
F0576,161.7807279054283,26.7134179100195,soybean,East,27490.39923807872,1,139989.2141542475,leased
F0577,565.629779083045,22.974870187726463,soybean,South,51871.396940514715,4,103266.62651270199,mixed
F0578,76.07068771100792,17.24509123592109,soybean,North,78042.43496842333,2,76518.61859256015,owned
F0579,207.18770216034645,29.068963873561067,soybean,South,33466.788124415805,4,107158.35069199374,mixed
F0580,166.9248203747207,17.976843780854903,wheat,East,56678.33780786602,4,62286.53402672721,owned
F0581,129.23560430495994,18.11327356534343,corn,South,25885.191399747648,2,94669.33228140016,leased
F0582,181.63909330531425,14.575034775859637,wheat,Central,29203.853310469494,5,82632.50608646261,owned
F0583,263.5346428902198,24.788551059349018,wheat,East,76007.31670605976,5,43502.5259481536,owned
F0584,159.09331275292476,23.771753870487068,soybean,South,63830.66765298559,1,77419.2108835475,owned
F0585,162.4110293150168,9.9945817000303,rice,North,56979.302600768555,5,117314.66649130266,owned
F0586,381.0958650689634,4.446022443209861,cotton,South,10000.0,2,54315.70081780422,owned
F0587,107.50778152676041,13.376154900834743,soybean,North,38942.142571265875,1,110770.03645147862,owned
F0588,191.51679082721228,8.599691484818829,wheat,Central,62136.28006173374,5,44675.64251976576,owned
F0589,107.19580870455664,14.49180340307716,wheat,South,21018.6898415802,6,93887.72778346311,owned
F0590,153.57831186096962,24.899505077473115,rice,Central,42922.292201828066,1,81425.53895282531,owned
F0591,126.11712766174416,11.341586759305681,soybean,East,65333.074212386346,5,130351.84442326802,owned
F0592,173.9489912873196,14.657412949507401,soybean,North,19777.22573310388,3,89957.01500185217,leased
F0593,500.0493157930422,15.464181878467162,rice,East,16414.268261024066,0,33645.19413645066,leased
F0594,201.87699721289496,21.787447057642275,soybean,North,20123.43767511641,1,110578.02434367583,owned
F0595,124.49918005726265,1.0,rice,Central,56689.704232230244,5,66782.57483393054,owned
F0596,136.50625323533143,10.146397641877627,wheat,West,38860.02942274195,2,65368.00276050769,leased
F0597,101.06181421088463,16.690269538235782,soybean,South,67560.9725292623,3,80875.94450599792,owned
F0598,127.78533699619442,24.60063165141489,rice,Central,52420.3677046923,3,62759.45578383116,owned
F0599,168.8650246522426,11.06478041995036,wheat,North,87610.69435876081,4,133844.46580075342,owned
F0600,187.8494308322676,1.0,soybean,North,25250.356035013036,3,104155.62886666789,mixed
F0601,103.89173379111872,19.95769156772909,corn,North,56635.434102181964,4,45683.74353504133,owned
F0602,580.440888015849,9.917100889394966,cotton,North,34095.70457950699,3,58173.442665431154,leased
F0603,217.78189294024753,5.48266672727711,wheat,South,62004.25398296059,7,40711.47224437877,owned
F0604,170.67174516118504,10.005236882294207,soybean,East,52398.7178054568,3,109031.80057504456,leased
F0605,243.8397906279033,13.523797138753203,wheat,West,30137.583523592388,3,77993.25565827148,owned
F0606,111.31054004482135,10.162042683694299,soybean,South,46856.95507782248,1,50700.88931612104,owned
F0607,87.76726483442914,1.0,wheat,North,51461.96154423302,3,127154.63917331761,owned
F0608,61.06398755478607,22.176529575097057,wheat,South,38013.821200095495,2,95146.3616680243,mixed
F0609,674.4066467233774,25.19900033022978,corn,Central,64543.34429967154,5,85565.7732091484,owned
F0610,182.71828281770289,20.212175930716047,cotton,North,29378.147666621706,6,84150.76047074221,owned
F0611,147.22076645447726,5.898514636601467,wheat,West,91820.17116066327,4,39260.40650247175,leased
F0612,163.998431315991,13.388067728419855,wheat,North,69073.8060125371,4,96780.63665205077,owned
F0613,93.72554763508117,14.947829478164335,rice,West,56974.82238107073,2,67433.75876526178,owned
F0614,816.862796942524,19.79035511649528,corn,West,106906.28549394381,3,106119.51375235779,owned
F0615,469.38317729628415,20.346723909744647,cotton,East,43814.0234821347,5,99176.97397349028,owned
F0616,155.46973973024464,9.126609609772034,wheat,East,62227.517351286944,2,78167.72556435101,owned
F0617,186.28833119493459,15.655964451308483,soybean,South,54453.609271984154,3,76045.50436766159,leased
F0618,174.05046158683567,18.65824323692193,wheat,South,65949.35386415648,3,129767.92015988103,owned
F0619,161.19420121395657,26.646578577174132,wheat,West,79922.32734133242,3,39894.258637051214,leased
F0620,110.47627722773441,20.636052318597784,soybean,North,60978.987532227184,4,62798.02740624784,owned
F0621,173.57341785679978,21.31245349900415,soybean,Central,70835.87790630398,3,128975.2977032337,owned
F0622,732.3036744712551,15.670613023434887,rice,Central,38992.240193068166,0,124555.25947818112,owned
F0623,217.2710023077489,26.28367316162803,corn,North,45876.99703072403,3,75863.45345477574,leased
F0624,229.65933133196984,18.278102367675977,corn,North,82765.75120526008,2,59020.42865803864,owned
F0625,373.31764853532223,8.111296718611436,corn,East,61937.123270587195,6,59628.363358312825,leased
F0626,100.51975898707096,26.226959761001524,cotton,Central,54966.472897163774,1,36967.182425569204,leased
F0627,143.7106539950176,20.58322618031222,wheat,West,34935.11581832965,2,140052.49667909936,owned
F0628,152.78624561443473,11.455647830972142,wheat,South,69331.92162269901,2,75558.24818867324,owned
F0629,204.70957592354742,11.164056260806053,corn,East,34370.691580350795,1,93946.25278437165,owned
F0630,65.37676851425903,17.372604361126093,soybean,Central,28476.68288459788,4,94250.79843664887,leased
F0631,226.47751597303068,18.705478362140678,wheat,North,52298.51502057842,5,124515.01339920949,owned
F0632,142.09960507105052,16.57833812504965,cotton,Central,10000.0,2,67422.33139001252,leased
F0633,128.655946502629,17.49046938754308,wheat,West,62221.5343274195,4,69537.26562212728,owned
F0634,99.39478123699163,28.599658996611044,rice,East,57538.88393482577,4,104927.52640100034,leased
F0635,67.25716640671153,23.572345217879086,wheat,North,42943.92882728279,3,26152.613403100157,owned
F0636,191.15852919809572,16.525084730120195,soybean,West,44757.63682879925,4,124709.35833066044,owned
F0637,153.6658983594202,22.53048464613987,cotton,South,47613.58190667203,2,132144.0025684705,mixed
F0638,85.5019550129473,6.739808771779684,wheat,East,34217.45244905317,2,87373.52559126719,leased
F0639,85.2460613968192,18.183416399574472,cotton,West,53691.45254996586,3,51867.688102205866,owned
F0640,133.21076503549358,29.474450797864883,corn,West,45012.1013922897,3,105593.68629275926,leased
F0641,233.45107626446963,13.25563283686101,cotton,North,52249.04306577237,2,74268.96268439607,leased
F0642,137.02043243181976,8.218928571047321,soybean,South,46885.428293305136,2,84266.38587974207,owned
F0643,74.8428523440947,9.783288891255514,corn,West,42949.42655017505,6,86554.26958956348,owned
F0644,137.71284679570277,6.282935701260893,wheat,East,55569.85246875274,2,60249.94113915533,owned
F0645,136.36382151261648,8.721904734978374,corn,West,65621.99685863021,4,90417.88468502334,mixed
F0646,15.155667852921425,12.035935211279767,wheat,Central,39504.617096642054,2,36101.695637427125,owned
F0647,147.28525667410938,3.755463846570864,wheat,East,57909.46583291915,4,37984.93882760184,owned
F0648,138.4532734895661,15.124946671596824,wheat,East,60388.60821028381,3,90931.46091667972,owned
F0649,184.8103182406709,22.218217390293177,corn,West,24322.722359868592,0,111309.03848552733,owned
F0650,727.3434142418017,7.737950558824637,rice,North,69530.88950307616,4,64593.89742150513,owned
F0651,618.9847544321636,27.154271389134152,wheat,East,91129.02661311979,2,62908.95837453808,owned
F0652,136.55556547225848,19.086336708220756,wheat,Central,48238.08618674909,2,99425.7854285498,owned
F0653,94.67370456291648,23.24464468499246,soybean,North,46576.0918259194,3,79378.8283309287,mixed
F0654,278.667990162493,9.737323569182903,wheat,North,45739.87676809305,6,63017.165921815904,mixed
F0655,458.88276510217327,21.836201816532927,wheat,North,62412.115095986075,5,89158.54419290641,owned
F0656,452.08939378694197,6.264528796837496,wheat,East,60215.57053299624,5,80190.97667174913,owned
F0657,446.3812369334995,22.12198000669207,cotton,North,18186.77595358292,0,42521.20368600016,leased
F0658,159.90423803839275,16.37471471834825,rice,West,32677.578995316762,4,76735.24066354889,owned
F0659,142.78197940380286,19.42600975987827,corn,North,60146.25699783375,4,85488.10243462867,leased
F0660,121.31689965598818,5.595243155001187,soybean,Central,47099.56460240498,3,127618.75506351446,leased
F0661,122.6570529379804,7.8394412617871625,corn,South,26677.641855209604,4,107772.57691110857,leased
F0662,445.0870094676003,19.777825746027077,soybean,Central,80005.20360576034,2,94499.87543199501,owned
F0663,122.82876144331175,7.413215966206394,soybean,East,34005.734674840394,2,38184.204588323206,mixed
F0664,114.35771086614179,18.705650336792985,soybean,North,50715.54243993856,1,84009.49413417396,leased
F0665,155.32151138459483,4.062897548318034,wheat,North,46569.61777142053,5,68706.4797199147,leased
F0666,137.25113912895725,21.785393701333344,wheat,West,28426.22398098884,2,73270.92881757034,owned
F0667,225.1996494291344,5.139813481851927,corn,North,53699.09604360866,0,74374.66858354055,leased
F0668,17.45150958034941,19.418399501436184,rice,Central,57842.13766998839,3,26895.933810893628,owned
F0669,204.57534259612308,20.005047469168005,soybean,East,40646.479363407445,3,80822.03223458235,owned
F0670,212.30425962488147,9.425825452563402,rice,South,43276.15471221035,4,89550.23639033135,owned
F0671,46.33048837959252,19.656212536677813,cotton,North,62009.74085525227,2,153844.80472199904,mixed
F0672,132.86562029598255,17.08353810666845,wheat,South,10497.234686732241,4,93196.49286165407,leased
F0673,131.42795670021042,10.689265150458095,soybean,North,33099.92299504558,4,60412.51757876552,leased
F0674,79.62441526410893,6.931562527390335,soybean,East,54268.697930647584,0,30775.617812715638,owned
F0675,333.32749686136873,1.0,cotton,Central,39465.225460197675,1,48310.897425934134,owned
F0676,94.47120772670857,17.797200378397548,cotton,East,39179.41872541097,4,65021.272745408896,leased
F0677,237.61352217118113,2.481577829103559,soybean,South,68033.85092392337,1,65556.22373303167,owned
F0678,196.78391965737305,15.762753595530466,wheat,North,37333.514359246365,3,72877.18995776858,leased
F0679,213.57775474970794,12.892414271342007,rice,South,89583.56502227647,2,67930.77268704087,owned
F0680,558.2508096064853,20.433142203505565,wheat,Central,14909.748442221637,3,73072.99775583521,leased
F0681,93.54741143913854,12.583636004081086,rice,East,10000.0,0,67330.71423357182,leased
F0682,123.77398668601131,12.364417709223268,cotton,South,67578.72322936915,0,80552.47214698928,owned
F0683,174.4687280613959,20.854965634306364,corn,South,30320.974812559038,4,52898.00615515436,owned
F0684,88.89360955540273,17.68046423267294,soybean,Central,30658.528234540114,1,42236.8953527275,owned
F0685,185.6499215086194,17.529247657462225,corn,North,69694.66547639354,2,72858.15534102,mixed
F0686,137.98373009209325,18.75414071846821,corn,South,40054.62827907078,1,93018.84927567924,leased
F0687,131.25895962252014,2.7154230143431537,corn,Central,68207.2363172981,5,46428.84693609099,leased
F0688,185.54799841017456,21.054309439895857,rice,North,37791.76114495081,1,62762.0209257645,owned
F0689,172.213165574302,19.899750352108818,cotton,North,57250.63043950612,3,75615.64263803985,leased
F0690,395.855075127138,6.866534971388022,cotton,East,39771.55040043158,2,74891.18180774304,leased
F0691,207.9664901682124,13.04735621060639,wheat,Central,31603.75448259423,3,102585.41547594826,owned
F0692,287.8405008600154,14.68554169897895,rice,North,84612.02715069435,1,108194.86606507607,mixed
F0693,180.7967803472132,13.924025724786139,soybean,East,72329.24352719652,5,86660.59683743762,owned
F0694,179.6550628984192,17.67087973254828,wheat,West,35467.1863413464,1,116282.54903046884,owned
F0695,134.5226780343005,26.450934254649468,wheat,Central,46432.079263711224,3,68929.33155897137,owned
F0696,166.3066511121059,23.65413382138263,wheat,West,79524.53596822561,4,105205.94907666219,owned
F0697,87.44432118073485,4.50224645254875,cotton,North,30235.59169876956,4,61609.61537563031,leased
F0698,196.20135096034505,19.976559922448388,soybean,Central,31317.839263838232,1,88880.40275682874,owned
F0699,140.75489317785053,25.63146655628328,soybean,East,59401.20944609709,4,99323.68621880551,leased
F0700,123.86384897404803,18.09446816551362,wheat,North,95409.89120522441,1,81684.37831852862,owned
F0701,202.45046129184448,23.727843401487736,soybean,Central,51076.63103734899,2,51050.15854390252,owned
F0702,114.78281547286204,31.09816356560612,wheat,Central,70996.22478973401,3,63755.302126618255,leased
F0703,79.57693518182202,23.18967636885585,corn,West,29651.20487422664,5,96707.31981644913,leased
F0704,72.16854132380482,16.99446876513383,soybean,North,57221.04683872067,3,71809.30111342407,owned
F0705,180.30049756728198,23.360707792678028,wheat,East,42807.70576296878,5,134585.48761099536,mixed
F0706,85.97853237518585,16.15910266477513,rice,East,87332.50157253498,1,125003.26844521324,leased
F0707,237.73970909921823,15.191224346279643,wheat,North,81973.8168882626,2,51613.13719891453,owned
F0708,45.9035296058139,12.188686114290139,soybean,North,95588.33473702724,2,102210.57641181957,owned
F0709,234.8228184145019,27.507306870656866,corn,South,36090.21421805184,4,57868.63606843425,owned
F0710,160.5508733601309,8.452570672463988,soybean,West,50709.96414811883,1,74680.78552420031,leased
F0711,145.16434440648038,27.258941797424928,wheat,North,57503.338486481225,2,47422.955619185646,owned
F0712,122.75404565955252,18.99891298992297,wheat,North,36870.64727348231,1,57659.250555162886,owned
F0713,169.95680571760354,3.805550601584468,cotton,South,52621.10399454806,2,92397.30625149953,owned
F0714,148.11826487875757,17.94119434393137,wheat,South,68179.56072717659,4,118819.86437821915,owned
F0715,205.16509410082608,1.0,rice,Central,38992.68944536992,1,92705.09918703554,leased
F0716,155.711382433102,20.004064134648285,cotton,East,35932.87080525949,8,89175.09748780807,leased
F0717,157.5150880730939,22.08185186391193,wheat,West,34606.88447660267,6,156472.1061706252,owned
F0718,131.81938938930722,10.261152354783572,wheat,Central,23125.952304226244,4,96816.96533387495,owned
F0719,147.15271881394662,15.988381567644659,soybean,North,67079.85734187035,4,51991.36918210464,owned
F0720,165.39008844460295,30.63325947000229,cotton,South,35886.63328548239,2,29501.620219607335,leased
F0721,64.49158036716872,10.954026365904507,cotton,East,33777.853395023994,3,91374.49235111609,leased
F0722,82.59072889471435,6.528739303547196,corn,Central,60581.39670345481,5,37804.37079001204,owned
F0723,187.16320470113575,26.85330721970079,rice,East,49787.679582349716,3,49956.302790535956,owned
F0724,158.54327190639708,30.70069752424636,wheat,South,39489.392797898065,3,89099.04555244882,owned
F0725,140.80083318236603,15.029565374782779,cotton,Central,66212.57621332005,1,111197.67462715984,mixed
F0726,150.92169665326966,23.09170428326685,cotton,Central,38691.07736185154,3,71429.15194637529,owned
F0727,502.13725580425063,25.73180732424705,wheat,East,10000.0,3,43815.91578401902,owned
F0728,123.01201598453193,9.060126139692928,wheat,South,76664.85977411627,3,75606.48684181253,owned
F0729,111.08476372988437,11.117553317057054,wheat,North,33436.090486213434,3,71837.35535871574,owned
F0730,159.79226275488406,24.846996105237878,wheat,Central,35620.916422894705,2,83530.80603694053,leased
F0731,101.0813611192484,28.480114229668075,rice,North,35709.25878043901,3,43925.095023457776,owned
F0732,170.4126377857236,19.503046881394837,corn,South,51192.01977949272,3,54885.52159067443,owned
F0733,194.61245936432394,7.961485171983566,wheat,Central,44515.15085587419,5,110706.7359012411,leased
F0734,201.45778186628218,30.89648889359553,corn,Central,69761.42225716278,1,102837.51499038267,owned
F0735,173.62987412065215,10.752232817504284,cotton,North,82902.27985020808,3,114922.6166711456,owned
F0736,488.40446014708135,12.318897750628386,soybean,West,36416.01043135265,5,24485.184437897064,owned
F0737,199.1345491972757,17.738702675916972,corn,North,31239.85151936499,2,53416.082510125845,leased
F0738,233.27372222312883,27.433283365718193,wheat,North,39561.97250625659,2,109727.27829555512,owned
F0739,200.7185032509065,21.83180781241779,cotton,West,58781.16582640607,2,49855.91736920102,mixed
F0740,57.95628843341774,18.318924002895283,rice,South,47672.78062474837,3,92219.16846326459,owned
F0741,86.02115166321492,18.70630824094485,wheat,South,39991.76979580972,1,69128.35553478125,owned
F0742,118.75907111521606,15.348117349147728,wheat,Central,24059.79006467074,2,61394.8617334498,leased
F0743,151.3045525105417,19.46511611614805,wheat,East,10000.0,1,80966.92897690974,leased
F0744,175.88295102345614,1.0,wheat,East,29905.648895971346,2,36726.12454834986,owned
F0745,113.71280934232672,12.627140327441612,soybean,Central,75288.31723703758,2,95843.34565490135,mixed
F0746,159.33833822385392,16.930575479334248,cotton,East,58719.855461283936,2,75950.22373463988,owned
F0747,112.23085338233388,5.791887331043943,corn,North,46169.29354524933,3,50865.33407073408,leased
F0748,119.42410985040259,18.09058654249248,rice,North,64595.73593114779,2,99048.22020455191,owned
F0749,239.00083547276665,13.364230232111028,corn,West,24242.336897971618,1,117628.37728876623,owned
F0750,103.8383376944548,29.04380558652392,soybean,West,51135.00103111244,4,119631.02077155442,owned
F0751,247.24730915754995,27.584157801718852,soybean,Central,14272.897513201155,3,100202.6223627717,owned
F0752,101.20633735113336,11.273555447054697,wheat,Central,56920.380523069645,3,100612.38789916824,owned
F0753,202.682089830392,13.793298307466438,corn,Central,55190.30352090857,1,45163.585616544675,owned
F0754,102.53005555840285,14.40841947513286,soybean,North,55666.16446377297,7,59859.92386279056,mixed
F0755,281.61910324186954,11.386724190723019,wheat,East,73352.36159919652,5,74949.6410456124,owned
F0756,174.66589504404448,16.560199872225013,corn,Central,65519.895930582206,1,97777.22462219206,owned
F0757,159.2418061847437,8.933743448899278,corn,Central,25821.72769345471,5,61989.760373415236,leased
F0758,107.08211099093933,5.9550773204997896,cotton,North,73654.38655761356,3,70791.1304367155,owned
F0759,185.01549397044957,19.98168979120215,corn,North,45810.96103362672,7,96788.39933412333,owned
F0760,121.2181086881113,20.036236673774486,rice,North,10597.029966709313,2,84113.2717881286,owned
F0761,156.10049073226807,8.565473922720061,corn,East,47824.8875018439,2,90016.05498324471,owned
F0762,278.00422691343977,22.162843446100798,rice,Central,62942.5818028469,2,56658.93571788838,mixed
F0763,145.1970050137675,9.94737816667735,soybean,South,29722.962061080954,3,70385.96303531055,owned
F0764,207.46366631428378,17.02532190430385,rice,South,76657.16487414378,3,65913.80424886088,owned
F0765,114.84117874370563,21.562752100899647,corn,Central,31533.668816956746,2,79971.92189423043,owned
F0766,444.7517264254558,14.731099482370295,soybean,Central,40378.16084928758,2,67006.1869386859,owned
F0767,238.5400317817755,18.637927297129075,soybean,Central,36705.24928517862,1,62935.20368614086,owned
F0768,118.65164711061163,10.868562848899426,corn,Central,15820.475776403822,4,83750.82736074404,leased
F0769,240.62242789984646,13.428267332575222,wheat,East,30137.327545592707,8,135523.67687295357,leased
F0770,556.1627903183213,13.353124552957278,wheat,South,35762.8139098846,5,97507.04115094386,leased
F0771,121.87666120528661,9.027373227678089,wheat,West,47397.88932307233,3,26593.570245016854,owned
F0772,181.62038695277604,13.585806695073742,rice,South,10000.0,4,90538.85831992894,owned
F0773,595.8831674440095,2.6110536090900265,wheat,South,64331.06046719657,3,64552.950149871234,mixed
F0774,181.0904981108598,11.070770022863162,wheat,North,64133.474028873425,3,51767.81784379229,owned
F0775,71.48876400547718,12.720996053042633,soybean,Central,73629.22491178755,5,101115.59491846804,mixed
F0776,113.64314120875656,12.950561980036959,corn,Central,20166.890438331975,4,82315.4568416632,leased
F0777,137.62406822242477,13.06802043303377,corn,Central,44143.37160336328,3,86991.78518692612,mixed
F0778,146.2783285449977,14.50588640111897,wheat,North,68828.71240299118,1,76571.77835189388,owned
F0779,181.0336048775339,18.83553214468851,cotton,East,70549.91635455751,3,73213.22691057167,owned
F0780,158.88505004666268,21.99613659306018,rice,East,79578.61876505111,6,115914.46065111905,leased
F0781,83.23278206449494,9.801878185213862,rice,West,52054.2994914442,2,80659.13651551846,leased
F0782,169.00989255029816,5.374393156886844,corn,East,48880.52284116293,1,48282.79533209078,owned
F0783,180.52928726419117,6.663644702055176,rice,East,18841.016076233198,3,53577.12657292947,leased
F0784,177.989522396552,11.102376630440583,wheat,Central,71297.5238845462,4,70146.85927971078,owned
F0785,204.0390362777311,12.184629457467928,wheat,South,40793.71516667906,2,99729.14835685611,owned
F0786,191.6961077274452,8.840031470420342,wheat,East,50678.8195487146,1,118163.82544725414,leased
F0787,172.95900396142184,4.631066686000844,soybean,East,49343.41145512045,3,104058.47650377125,owned
F0788,439.4751432812029,11.351033380206495,corn,North,10000.0,2,97040.96037765201,owned
F0789,66.95195332420043,16.45141296091177,corn,West,33770.88551926567,7,112906.26757293413,owned
F0790,171.4809109566293,19.760235726684517,wheat,North,59077.62740073027,3,98635.1789683582,owned
F0791,160.38438435815556,10.54061557513343,corn,Central,49028.28394437633,3,52903.15156077204,owned
F0792,163.57894185976866,11.696017422852528,soybean,South,59236.459516728195,6,73377.25808619044,owned
F0793,258.48771362695356,7.586413529221514,corn,West,65676.9388062277,5,64542.62834878341,owned
F0794,95.94717297958688,14.748486637001788,soybean,North,33535.18838715038,5,117868.29333827773,leased
F0795,607.9729279999356,8.212570926473482,wheat,East,39696.9943870839,5,51361.82695905438,mixed
F0796,148.02224230716726,19.5850225059296,rice,East,47176.257488824,7,51944.66710654936,owned
F0797,184.07503486863123,1.0,soybean,West,65469.979090883135,1,85097.88698062515,owned
F0798,151.41591880652305,12.122962620380301,wheat,East,45318.0392358608,4,137870.6207119071,owned
F0799,151.48780697478725,17.408858713533938,wheat,North,14378.05691942248,0,102046.72186804732,leased
F0800,196.9141902987999,16.470676130580035,soybean,North,46036.34257309865,4,111250.28569909008,leased
F0801,124.19776358913131,36.544269311843976,rice,East,64665.40901937409,6,46795.9602204622,mixed
F0802,154.80603884704917,17.79840019654326,corn,East,77140.38845636595,2,100064.04535029511,owned
F0803,126.88623556474788,6.967563225263918,wheat,Central,55611.51848369547,2,46664.327009246,leased
