application_id,farmer_id,subsidy_type,amount_requested,amount_approved,processing_official,processing_institution,application_date,processing_time_days,documents_submitted,inspection_conducted,is_fraudulent
APP0545_02,F0545,equipment_purchase,17148.78675938538,8985.497976295557,OFF004,INST002,2022-05-26,51.09185776965812,6,1,0
APP0545_03,F0545,equipment_purchase,9269.761491565707,6414.213785003945,OFF028,INST000,2022-11-10,50.04617287559827,9,1,0
APP0546_00,F0546,equipment_purchase,16797.582677678267,10688.025048699308,OFF006,INST008,2022-11-10,16.80920785458372,5,1,0
APP0546_01,F0546,conservation,13496.201395196025,8588.66409504152,OFF014,INST013,2023-07-17,40.58359676051443,3,0,0
APP0546_02,F0546,equipment_purchase,9753.39244205779,5403.599652822699,OFF000,INST018,2023-01-30,36.20747607725873,10,0,0
APP0547_00,F0547,land_improvement,47831.70715958335,39128.54299205872,OFF010,INST011,2022-05-15,46.94450304952628,5,0,1
APP0547_01,F0547,organic_certification,24083.80636679574,8981.538899547551,OFF006,INST005,2023-02-19,23.768367123495036,6,1,0
APP0547_02,F0547,crop_insurance,7222.978968048361,5786.999165725241,OFF022,INST009,2022-08-18,32.08446297794655,8,0,0
APP0547_03,F0547,conservation,19955.39810881519,16572.44730655098,OFF034,INST013,2023-10-07,21.7010372905196,11,1,0
APP0548_00,F0548,equipment_purchase,8688.947717315566,7265.8664867521875,OFF039,INST007,2022-03-14,1.0,4,1,0
APP0548_01,F0548,equipment_purchase,4658.722637956886,2724.1926877838478,OFF020,INST015,2022-03-20,24.777780259140606,9,1,0
APP0548_02,F0548,organic_certification,19184.947897218004,16524.157712019358,OFF034,INST004,2022-03-01,26.242306187776848,11,1,0
APP0548_03,F0548,equipment_purchase,59396.45904859557,57468.65956650897,OFF036,INST006,2022-12-20,8.572339918678171,3,0,1
APP0549_00,F0549,disaster_relief,9999.321465933263,5304.602404386976,OFF001,INST007,2023-07-23,26.144771639382043,11,0,0
APP0549_01,F0549,disaster_relief,15378.586014797758,6671.368641329084,OFF014,INST004,2023-09-05,43.776749457092,6,1,0
APP0549_02,F0549,land_improvement,20642.79262884897,15216.61109403267,OFF049,INST009,2022-12-15,35.85009141020338,6,1,0
APP0550_00,F0550,disaster_relief,28541.956934408656,20983.54609192276,OFF031,INST019,2023-09-24,11.633846734348925,3,1,0
APP0550_01,F0550,disaster_relief,25672.261461318823,21413.423546184258,OFF013,INST007,2022-06-19,25.18867911146922,8,1,0
APP0550_02,F0550,equipment_purchase,14417.694006935835,4761.879631547833,OFF005,INST003,2023-08-04,30.591372336831785,8,1,0
APP0550_03,F0550,organic_certification,16211.485577653788,8292.847804517294,OFF028,INST000,2023-06-23,20.131035790608152,10,0,0
APP0551_00,F0551,disaster_relief,23689.317301512427,7602.379934269615,OFF023,INST001,2023-02-05,18.727345247178054,4,1,0
APP0551_01,F0551,conservation,20151.63182720753,8589.048863473441,OFF020,INST004,2023-06-02,28.953975159922376,8,1,0
APP0551_02,F0551,conservation,12210.93983390155,6591.0207063440785,OFF038,INST002,2022-07-20,41.78323003704602,9,1,0
APP0552_00,F0552,organic_certification,20628.90627261476,7711.95221693436,OFF031,INST019,2023-11-19,20.841978486407626,4,0,0
APP0553_00,F0553,crop_insurance,25080.993350576988,19898.550698456027,OFF016,INST004,2022-08-16,29.290480168936195,11,1,0
APP0553_01,F0553,equipment_purchase,16173.35465478069,13594.93843093459,OFF020,INST007,2022-11-21,16.32104305398051,10,0,1
APP0554_00,F0554,equipment_purchase,4474.472876292217,2446.6547289663204,OFF006,INST011,2023-10-28,14.503724243167646,4,1,0
APP0554_01,F0554,disaster_relief,16712.30355777034,13052.439037566077,OFF049,INST002,2022-08-15,33.292892062542485,9,0,0
APP0554_02,F0554,disaster_relief,9879.097873821185,3655.6162941021003,OFF046,INST019,2023-08-14,18.424703125756565,9,1,0
APP0554_03,F0554,crop_insurance,4617.271200741339,3101.7542355137084,OFF021,INST005,2022-06-07,10.50482171504451,9,1,0
APP0554_04,F0554,organic_certification,8181.608007203218,7071.428097422665,OFF006,INST002,2022-09-04,1.0,8,1,0
APP0554_05,F0554,organic_certification,18613.631627167535,10657.65682650577,OFF041,INST011,2023-10-03,13.253407027496202,6,1,0
APP0555_00,F0555,conservation,21644.41897184742,9611.80707760954,OFF009,INST004,2023-02-02,3.423820141159929,10,1,0
APP0555_01,F0555,conservation,26164.083105749065,22656.01674618311,OFF019,INST018,2022-11-03,18.867417104189265,8,1,0
APP0555_02,F0555,conservation,16256.995556920958,5405.627283781212,OFF027,INST001,2023-05-26,50.246483365457834,9,1,0
APP0556_00,F0556,equipment_purchase,20786.540631112155,10122.183838591489,OFF047,INST001,2023-03-09,23.8831143448411,5,1,0
APP0556_01,F0556,organic_certification,23059.349423558182,18226.137972645323,OFF047,INST015,2022-06-25,46.7358144424309,11,1,0
APP0557_00,F0557,crop_insurance,14479.247791118909,5681.1047815128195,OFF015,INST010,2022-01-28,7.8384891932703304,9,0,0
APP0557_01,F0557,organic_certification,12679.69164888654,4443.601764586616,OFF034,INST005,2023-11-04,1.0,6,1,0
APP0557_02,F0557,organic_certification,18728.57917944581,10765.262963456138,OFF013,INST018,2022-08-04,63.057325158535825,9,1,0
APP0557_03,F0557,conservation,14421.608003496858,7197.288863833094,OFF014,INST009,2023-03-26,40.52733045421013,10,0,0
APP0557_04,F0557,crop_insurance,10492.939300589802,8166.60823486897,OFF000,INST016,2023-05-28,43.22522188504467,7,1,0
APP0557_05,F0557,crop_insurance,19675.44228006988,9882.714970777039,OFF042,INST011,2023-07-04,58.71895526660637,4,0,0
APP0558_00,F0558,organic_certification,21416.23948216766,15031.95268189743,OFF011,INST009,2022-07-15,21.720414183472837,6,1,0
APP0558_01,F0558,organic_certification,12671.87556927581,8060.790468604188,OFF016,INST013,2023-09-27,31.18386901699684,5,1,0
APP0558_02,F0558,equipment_purchase,22991.399860737372,15132.842894781817,OFF018,INST019,2022-06-19,13.489018088508598,3,0,0
APP0559_00,F0559,disaster_relief,8591.62333806663,5212.4088673295155,OFF002,INST010,2023-04-27,1.0,11,0,0
APP0559_01,F0559,organic_certification,2563.0310097930105,977.2233685275941,OFF039,INST010,2023-11-23,30.02536981928479,9,0,0
APP0559_02,F0559,disaster_relief,37811.26116227956,12750.72572447521,OFF026,INST006,2023-01-10,33.350567920798376,4,1,0
APP0559_03,F0559,crop_insurance,9922.026499807102,6214.5527113627,OFF006,INST012,2023-05-09,56.7208114690189,7,1,0
APP0560_00,F0560,disaster_relief,65474.825279184064,60884.042300015695,OFF029,INST011,2022-06-16,33.93918521637253,4,0,1
APP0560_01,F0560,equipment_purchase,19294.343705598538,14185.145669844936,OFF044,INST003,2023-08-25,27.28075946246043,6,0,0
APP0560_02,F0560,conservation,25954.256857838747,24511.930388489538,OFF030,INST001,2023-08-24,8.271928637054021,8,0,1
APP0561_00,F0561,organic_certification,15152.904450160593,11276.595462021538,OFF008,INST016,2023-11-18,34.54442875369038,6,1,0
APP0561_01,F0561,equipment_purchase,7428.368394472216,2319.086166085883,OFF041,INST002,2022-12-03,10.675713978817317,3,0,0
APP0562_00,F0562,land_improvement,4517.269785095592,1960.9411084713558,OFF038,INST012,2022-09-26,18.106970855585306,9,1,0
APP0562_01,F0562,land_improvement,1398.1385329504683,1031.48332686529,OFF000,INST008,2022-08-30,36.79749168767514,9,0,0
APP0563_00,F0563,crop_insurance,2023.113555936823,756.9460484900194,OFF026,INST017,2023-06-18,33.85581340081693,7,1,0
APP0563_01,F0563,organic_certification,24915.26857828204,10263.806630787896,OFF021,INST014,2022-11-05,9.027427481221824,9,1,0
APP0564_00,F0564,crop_insurance,14727.010440903057,10246.483890133659,OFF029,INST016,2022-11-05,51.47943927854455,6,0,0
APP0564_01,F0564,land_improvement,29521.286113824222,23171.458813514382,OFF012,INST019,2023-05-25,34.724530996525644,11,1,0
APP0565_00,F0565,crop_insurance,12742.789599035868,5065.118080996477,OFF004,INST018,2023-12-08,18.26325334016886,3,1,0
APP0565_01,F0565,conservation,19749.11571500505,12451.748733592996,OFF036,INST005,2022-03-04,53.82622185683603,11,0,0
APP0565_02,F0565,disaster_relief,13841.284083759027,5658.408014691737,OFF049,INST014,2023-07-25,19.32532715271396,4,1,0
APP0566_00,F0566,conservation,14906.853147666165,6337.7136126339265,OFF013,INST012,2023-01-31,34.63383178505599,9,1,0
APP0566_01,F0566,disaster_relief,13632.90990572837,8032.306434186295,OFF025,INST014,2022-01-30,32.41127249695728,7,0,0
APP0566_02,F0566,land_improvement,25596.74736742769,18028.408776877754,OFF020,INST004,2023-05-07,37.30318216978439,5,1,0
APP0566_03,F0566,conservation,15591.214940792343,10048.740373356739,OFF025,INST017,2023-08-31,1.597456983491469,4,1,0
APP0566_04,F0566,equipment_purchase,11836.189756590406,4207.21838895659,OFF031,INST000,2022-10-07,34.71736008547306,4,1,0
APP0566_05,F0566,disaster_relief,24477.579067347484,11537.179417003297,OFF034,INST016,2022-10-31,31.849995701327025,3,0,0
APP0566_06,F0566,organic_certification,20387.19298936792,17592.093140614554,OFF001,INST009,2022-03-24,54.8179246099846,10,1,0
APP0567_00,F0567,conservation,42012.269349171074,38883.553811375146,OFF016,INST000,2023-12-27,10.554825237949107,4,0,1
APP0567_01,F0567,equipment_purchase,12382.375996865041,8604.189893896466,OFF022,INST016,2023-05-22,43.279718825574705,6,0,0
APP0568_00,F0568,land_improvement,16158.901030804187,6894.79693780532,OFF013,INST016,2022-04-15,28.797301246901203,5,0,0
APP0568_01,F0568,conservation,1000.0,874.9405895733855,OFF003,INST013,2022-01-12,34.9657153108045,8,1,0
APP0568_02,F0568,crop_insurance,26541.25415081423,11251.008847591573,OFF037,INST015,2022-07-28,44.339497893101196,4,0,0
APP0569_00,F0569,organic_certification,14177.74059669492,6389.8664506810255,OFF012,INST015,2023-01-21,12.83797584719926,6,1,0
APP0570_00,F0570,organic_certification,29951.08258316049,18152.092168726682,OFF015,INST001,2023-08-31,57.69205502742966,3,1,0
APP0571_00,F0571,equipment_purchase,10279.921085193822,6143.111675954541,OFF012,INST002,2022-01-21,29.591668269752624,3,1,0
APP0571_01,F0571,equipment_purchase,24975.802520140467,7981.684582968392,OFF025,INST007,2023-11-18,12.572709522188173,7,0,0
APP0571_02,F0571,equipment_purchase,20433.46363925311,15248.829343055559,OFF019,INST002,2022-04-14,42.608670631327136,4,1,0
APP0571_03,F0571,organic_certification,12643.77463886073,4524.858454809979,OFF032,INST006,2022-05-15,1.0,5,1,0
APP0572_00,F0572,equipment_purchase,9030.620746625598,3001.9697625142903,OFF044,INST005,2023-10-23,38.08575493143096,6,1,0
APP0572_01,F0572,equipment_purchase,1000.0,604.2970686879381,OFF035,INST004,2022-02-19,1.0,3,0,0
APP0572_02,F0572,equipment_purchase,7550.121174919992,2483.602536471495,OFF020,INST006,2022-06-10,27.592412906265537,3,1,0
APP0572_03,F0572,equipment_purchase,11678.298854943643,4909.61389716496,OFF047,INST017,2023-07-23,28.739348821088,9,0,0
APP0572_04,F0572,disaster_relief,1000.0,534.5689791040693,OFF032,INST011,2022-05-31,23.039463588797773,9,0,0
APP0573_00,F0573,conservation,14733.647934947974,13564.140513768858,OFF047,INST008,2023-12-20,49.29645694592226,10,0,1
APP0573_01,F0573,organic_certification,20490.518440353844,15770.484493103275,OFF036,INST012,2023-05-01,26.601535864831003,8,1,0
APP0573_02,F0573,disaster_relief,13713.771022614754,6496.632552868008,OFF038,INST004,2023-08-11,58.239050759914335,3,0,0
APP0573_03,F0573,land_improvement,37711.01781132503,33722.56957201891,OFF016,INST007,2023-10-23,10.407938306980272,3,1,1
APP0574_00,F0574,crop_insurance,1000.0,872.449532650728,OFF039,INST008,2022-03-23,30.555100204009715,9,0,0
APP0574_01,F0574,land_improvement,1000.0,534.1288246382849,OFF007,INST017,2022-06-06,26.369226510006257,7,1,0
APP0575_00,F0575,conservation,17754.06143993792,12885.695046443858,OFF047,INST001,2022-07-21,25.730925640714098,7,0,0
APP0575_01,F0575,land_improvement,18344.1678933242,8490.01247580356,OFF019,INST003,2022-03-05,12.343783474364216,7,1,0
APP0575_02,F0575,conservation,2695.4683759935415,2492.3455289847816,OFF030,INST003,2022-12-15,16.9358467400289,4,0,1
APP0575_03,F0575,land_improvement,1529.1454344408849,1197.0733572003892,OFF004,INST012,2023-03-24,29.49257512408999,5,0,0
APP0575_04,F0575,land_improvement,1000.0,848.5347703504118,OFF002,INST008,2023-12-29,35.573458595351994,3,1,0
APP0576_00,F0576,organic_certification,33775.640126927916,29131.904691144246,OFF001,INST012,2023-03-12,34.51880609270365,3,1,0
APP0576_01,F0576,disaster_relief,21086.98944757443,10147.47993469734,OFF007,INST001,2023-10-10,60.78836299764151,3,0,0
APP0577_00,F0577,conservation,70866.1863144822,59540.082393648096,OFF046,INST010,2022-10-12,13.691298003104134,5,0,1
APP0577_01,F0577,land_improvement,9787.659246569427,7716.81827961641,OFF014,INST001,2023-03-24,32.040846538378965,9,1,0
APP0578_00,F0578,disaster_relief,10360.968521427018,7022.34852776393,OFF039,INST015,2022-10-14,32.42120554131656,9,1,0
APP0578_01,F0578,land_improvement,2829.160241603806,1552.310764025862,OFF021,INST011,2023-11-05,55.07358800280497,11,1,0
APP0578_02,F0578,organic_certification,12836.664852303415,4130.383612987148,OFF046,INST006,2023-03-05,14.74027666519344,3,0,0
APP0578_03,F0578,organic_certification,10277.876626313831,4980.970829771004,OFF041,INST012,2022-12-09,33.750830307897054,5,1,0
APP0579_00,F0579,disaster_relief,17664.97645553763,6479.629078936637,OFF015,INST008,2022-10-08,33.801054978244004,3,0,0
APP0579_01,F0579,land_improvement,31180.865768848296,18558.126715605802,OFF044,INST008,2022-10-31,3.921507334149805,10,0,0
APP0579_02,F0579,crop_insurance,12158.151785157785,9683.233331764215,OFF002,INST006,2022-10-05,36.97186408663555,7,0,0
APP0579_03,F0579,disaster_relief,4782.3113040467615,4124.834173629351,OFF015,INST001,2022-07-12,30.04596371079237,5,0,1
APP0579_04,F0579,organic_certification,14660.413231175773,7543.61357965899,OFF036,INST011,2023-01-23,20.79673702100237,3,0,0
APP0579_05,F0579,crop_insurance,19124.85122012382,14724.456083903935,OFF040,INST009,2022-07-28,48.07594070834561,10,0,0
APP0580_00,F0580,conservation,10425.049289962768,5980.307476091608,OFF031,INST010,2023-05-16,13.303151229421815,5,1,0
APP0580_01,F0580,crop_insurance,22557.59097471576,15810.900366799526,OFF001,INST014,2022-11-21,51.09103919654463,5,1,0
APP0580_02,F0580,crop_insurance,25712.588120035034,10623.799961141289,OFF031,INST007,2023-02-08,42.35190339597743,10,1,0
APP0580_03,F0580,organic_certification,7415.15724701868,3341.00945282667,OFF041,INST008,2023-11-26,26.499886954544888,5,1,0
APP0581_00,F0581,equipment_purchase,12950.490427361387,8819.161116514979,OFF007,INST002,2022-11-27,4.190036769710325,11,1,0
APP0582_00,F0582,land_improvement,26556.83186687781,9750.789560240062,OFF020,INST002,2022-02-10,22.47949026651695,4,1,0
APP0582_01,F0582,disaster_relief,26157.225495958315,10597.901464434648,OFF010,INST001,2023-05-18,6.738901841853291,11,0,0
APP0583_00,F0583,disaster_relief,5778.126790882876,2834.5722350174756,OFF001,INST005,2022-05-20,23.955902262910904,9,0,0
APP0583_01,F0583,organic_certification,22438.988732712365,9161.29875432655,OFF008,INST003,2022-12-27,43.37710011515395,6,1,0
APP0583_02,F0583,equipment_purchase,23357.577346945138,20677.76544155009,OFF007,INST005,2023-12-23,1.0,8,1,0
APP0583_03,F0583,organic_certification,14793.691940105895,6711.6033606502315,OFF024,INST005,2022-11-04,40.70730312518826,5,1,0
APP0583_04,F0583,conservation,12286.826912552902,10723.41794115927,OFF029,INST008,2023-02-18,5.792336518361218,3,1,0
APP0584_00,F0584,crop_insurance,11330.735951787858,10982.604097805674,OFF023,INST001,2022-06-16,41.48320985038241,3,1,1
APP0585_00,F0585,disaster_relief,14821.216395482481,7404.221873071407,OFF037,INST010,2022-10-23,20.109264968423545,8,1,0
APP0585_01,F0585,land_improvement,4091.421088569792,2574.6545963349627,OFF008,INST010,2022-12-27,29.837107621886794,8,1,0
APP0585_02,F0585,disaster_relief,14972.963089451401,7528.093923348021,OFF047,INST010,2023-10-25,23.830167645463135,9,1,0
APP0586_00,F0586,disaster_relief,14783.073786296174,10671.353914506526,OFF011,INST009,2023-05-07,52.04737785690125,7,1,0
APP0586_01,F0586,disaster_relief,28085.13716803026,14526.528940382086,OFF032,INST007,2023-10-13,27.2747652352512,3,1,0
APP0586_02,F0586,disaster_relief,2500.0,2233.1630291223355,OFF032,INST009,2023-08-31,37.410974724644575,4,0,1
APP0586_03,F0586,land_improvement,7656.551477926529,5599.301782532559,OFF035,INST005,2023-03-19,55.552057749805535,8,1,0
APP0587_00,F0587,land_improvement,16428.69765163011,9033.562858407326,OFF023,INST014,2022-10-31,39.350597724669434,3,1,0
APP0587_01,F0587,conservation,22045.07479619864,15731.625008273306,OFF045,INST016,2023-08-25,48.97976561409488,4,1,0
APP0588_00,F0588,organic_certification,5059.253164085698,2641.6174278549997,OFF034,INST019,2022-10-03,36.0136606111424,9,1,0
APP0588_01,F0588,land_improvement,18211.699993642953,9827.392114580605,OFF044,INST000,2022-05-27,51.39745909077874,9,0,0
APP0588_02,F0588,organic_certification,3238.2488196017366,1595.8729283452008,OFF021,INST019,2023-08-14,28.221200936739475,11,1,0
APP0588_03,F0588,crop_insurance,30293.18546788881,27071.80469693324,OFF034,INST019,2022-11-03,52.76642388992425,4,1,0
APP0588_04,F0588,disaster_relief,9171.165477151048,5529.672953805651,OFF044,INST012,2023-04-25,51.961340260032024,8,1,0
APP0588_05,F0588,disaster_relief,13329.705946096497,5774.428674950143,OFF018,INST017,2023-02-18,12.986209452659107,10,1,0
APP0588_06,F0588,equipment_purchase,34397.91834660855,22024.40940028571,OFF049,INST003,2022-11-15,42.25221567651381,5,1,0
APP0589_00,F0589,conservation,7486.940387681514,4352.983521400996,OFF018,INST008,2022-02-03,36.81853234877712,6,1,0
APP0589_01,F0589,crop_insurance,21201.970038318756,16268.9528950689,OFF000,INST002,2022-08-09,22.99192505595573,3,1,0
APP0589_02,F0589,disaster_relief,9868.548210367677,8501.375552122854,OFF031,INST004,2022-01-14,27.90918021501161,5,1,0
APP0590_00,F0590,land_improvement,15538.442437274816,5693.923434632979,OFF008,INST001,2023-07-16,23.517091447570422,11,1,0
APP0591_00,F0591,conservation,16521.08995921647,14682.685736984404,OFF039,INST004,2023-08-04,70.59704360233135,3,1,0
APP0591_01,F0591,land_improvement,1000.0,398.945386160631,OFF002,INST000,2023-04-05,17.605676894282215,11,1,0
APP0592_00,F0592,conservation,15765.304501546241,7314.843034457463,OFF035,INST019,2023-04-09,26.108009415596857,5,1,0
APP0592_01,F0592,organic_certification,14946.358625460203,11437.248293117607,OFF010,INST010,2022-12-26,67.76565787609161,10,0,0
APP0593_00,F0593,conservation,10136.641386180645,8424.464362267374,OFF040,INST016,2023-06-28,49.54329255221335,5,0,1
APP0593_01,F0593,land_improvement,12270.455902457728,9699.779156369425,OFF014,INST001,2022-12-21,36.040983704047726,7,1,0
APP0593_02,F0593,land_improvement,14241.974829477243,10027.686096755493,OFF010,INST013,2023-08-04,47.19255676388623,8,1,0
APP0593_03,F0593,land_improvement,17232.50006948234,13496.058114737187,OFF024,INST001,2022-09-27,49.95474639054325,3,0,0
APP0593_04,F0593,crop_insurance,14033.159725396587,8953.984554212258,OFF048,INST000,2022-02-14,43.18388188866237,8,0,0
APP0594_00,F0594,crop_insurance,19087.893240968515,16997.5236861969,OFF033,INST007,2023-05-19,23.732149197552992,7,1,0
APP0594_01,F0594,conservation,29036.80138833665,19041.24254639732,OFF021,INST004,2023-06-05,8.467057701768795,10,1,0
APP0594_02,F0594,organic_certification,27131.36324670799,14578.409832708332,OFF026,INST017,2023-05-05,30.10643373526435,7,0,0
APP0594_03,F0594,organic_certification,1000.0,879.8661630988368,OFF032,INST010,2022-01-17,35.31057576049464,7,0,0
APP0595_00,F0595,organic_certification,8974.080079181935,3088.715389920309,OFF023,INST001,2022-04-11,31.748076414246647,9,0,0
APP0595_01,F0595,conservation,27494.96096524848,16738.567146678968,OFF004,INST019,2023-01-12,21.807254809093163,6,1,0
APP0595_02,F0595,crop_insurance,13579.931796086472,9224.17441099232,OFF015,INST003,2022-09-23,10.466006430465153,5,0,0
APP0595_03,F0595,disaster_relief,19394.300683899422,9837.770728006753,OFF010,INST019,2022-10-06,41.05005013416893,5,1,0
APP0596_00,F0596,crop_insurance,12800.124909680688,4546.697401534835,OFF035,INST008,2023-02-27,29.499607509150696,9,0,0
APP0596_01,F0596,equipment_purchase,15748.363368626351,8599.007443968161,OFF001,INST019,2022-08-05,26.183089870718497,7,0,0
APP0596_02,F0596,conservation,2385.3889496532283,1875.7456834455786,OFF028,INST004,2023-03-28,18.90040738255339,5,1,0
APP0596_03,F0596,land_improvement,19302.573899254392,12405.646277466072,OFF000,INST015,2023-05-08,19.76634509329434,8,0,0
APP0597_00,F0597,conservation,8171.214765921436,6167.041555394375,OFF003,INST012,2022-12-04,24.88569985697196,9,1,0
APP0597_01,F0597,land_improvement,12426.44517543135,9078.822293288591,OFF025,INST011,2022-07-13,46.25920352417036,6,1,0
APP0597_02,F0597,equipment_purchase,9979.966520174756,4709.891541406015,OFF030,INST014,2022-06-19,10.680671626670819,4,0,0
APP0597_03,F0597,land_improvement,8737.925859044957,3950.5248744059672,OFF044,INST008,2022-05-01,16.473642592337242,5,0,0
APP0597_04,F0597,organic_certification,15918.775551314586,12330.607778638407,OFF000,INST017,2022-12-27,41.14559324175786,7,1,0
APP0597_05,F0597,disaster_relief,27356.342944847907,10999.924893510519,OFF020,INST003,2023-09-27,23.48400583609445,11,1,0
APP0598_00,F0598,land_improvement,9924.083609940408,6343.400688002751,OFF003,INST006,2023-03-27,12.888663342013842,8,1,0
APP0598_01,F0598,land_improvement,18873.800706618804,16492.92466349041,OFF023,INST000,2022-09-18,33.33821628330647,7,1,0
APP0599_00,F0599,equipment_purchase,21441.85018373528,13192.884729717602,OFF003,INST011,2022-08-31,43.573802244887005,8,0,0
APP0599_01,F0599,conservation,22393.199049294522,17556.734868358537,OFF029,INST014,2022-05-11,14.371154159610356,7,1,0
APP0599_02,F0599,disaster_relief,17721.94167938308,8040.13938887087,OFF004,INST019,2023-01-31,64.11421192146297,3,1,0
APP0600_00,F0600,disaster_relief,27245.130847573804,9122.053629459915,OFF020,INST003,2022-04-14,20.21954231086515,5,1,0
APP0600_01,F0600,conservation,14722.084188062865,7492.855581212351,OFF001,INST007,2023-04-11,32.046841868308704,10,0,0
APP0600_02,F0600,land_improvement,23178.499795985495,14949.05095045694,OFF027,INST019,2023-03-25,22.128899287409002,11,1,0
APP0600_03,F0600,conservation,11604.930305417573,7937.25161296345,OFF027,INST014,2022-06-13,43.83296768899147,4,0,0
APP0600_04,F0600,conservation,4822.5197705022,2998.1880937889887,OFF044,INST014,2022-05-09,42.81016316172335,10,1,0
APP0601_00,F0601,crop_insurance,3691.0566926177544,2066.076211015226,OFF028,INST012,2022-06-05,22.600360515476073,10,1,0
APP0602_00,F0602,land_improvement,19754.86748634064,17606.28573926876,OFF038,INST011,2023-12-13,27.47289022831198,9,0,0
APP0602_01,F0602,equipment_purchase,26488.378305452952,24838.172428925944,OFF009,INST001,2022-09-30,36.850428114452335,3,0,1
APP0603_00,F0603,conservation,1000.0,872.2876647693345,OFF014,INST010,2023-12-07,27.26883126228606,5,1,0
APP0603_01,F0603,disaster_relief,10188.460310855316,4135.916546957821,OFF041,INST008,2022-11-25,16.43802939012105,11,0,0
APP0604_00,F0604,organic_certification,12121.959117229833,10906.450205175224,OFF041,INST002,2022-06-29,8.293250986185836,8,1,0
APP0605_00,F0605,land_improvement,21107.390503873623,15235.376147811105,OFF026,INST008,2022-09-29,13.805980221961256,10,0,0
APP0605_01,F0605,crop_insurance,12913.899747064022,11405.139863733057,OFF025,INST016,2023-01-05,51.02709914065538,7,0,0
APP0605_02,F0605,conservation,28720.888933616774,19059.045327584725,OFF006,INST008,2022-02-17,27.708129914750828,11,1,0
APP0606_00,F0606,organic_certification,14417.840963899174,5657.621237321095,OFF040,INST013,2023-01-07,29.883312443623897,3,0,0
APP0606_01,F0606,land_improvement,15779.681704721452,8029.43260335867,OFF036,INST003,2022-06-13,40.342643038569165,11,1,0
APP0606_02,F0606,crop_insurance,40264.587409484986,13359.751602685277,OFF045,INST009,2023-12-11,39.12363993760751,9,1,0
APP0606_03,F0606,crop_insurance,1000.0,390.8700849055879,OFF018,INST008,2022-06-14,44.43540599833226,3,1,0
APP0607_00,F0607,equipment_purchase,19422.139196671935,17461.3005920815,OFF038,INST002,2023-11-16,25.76995876004181,3,1,0
APP0607_01,F0607,disaster_relief,21318.72816231153,18110.339970310262,OFF026,INST003,2023-01-16,32.06122007184712,10,1,0
APP0607_02,F0607,equipment_purchase,11000.183067753263,9252.107251317568,OFF023,INST012,2022-02-06,59.068935407906466,9,1,0
APP0607_03,F0607,disaster_relief,17547.767853187306,5285.7489633235955,OFF022,INST011,2023-08-03,26.597672495836374,6,0,0
APP0608_00,F0608,crop_insurance,30618.94919243229,17462.79104611584,OFF028,INST016,2023-03-09,18.086202605320636,5,1,0
APP0608_01,F0608,equipment_purchase,24947.560549197602,19189.876586455393,OFF045,INST008,2023-05-07,50.86937679594741,10,1,0
APP0608_02,F0608,crop_insurance,1000.0,435.9671948906988,OFF033,INST002,2022-09-08,35.30730111903617,7,0,0
APP0609_00,F0609,crop_insurance,6401.697293518209,3534.029589519495,OFF034,INST004,2023-12-17,1.0,10,0,0
APP0609_01,F0609,crop_insurance,15171.553762591573,6416.784554905428,OFF032,INST007,2023-09-28,34.115320780643636,11,1,0
APP0609_02,F0609,conservation,48999.13365666506,45987.39290909197,OFF017,INST006,2022-12-10,35.29825159206247,5,0,1
APP0610_00,F0610,equipment_purchase,21458.70908422127,15502.144937501964,OFF035,INST019,2023-06-09,1.0,5,0,0
APP0610_01,F0610,conservation,14601.847112824984,6857.497040351696,OFF032,INST005,2023-08-25,26.992384987172304,10,1,0
APP0610_02,F0610,crop_insurance,11624.185087261532,6816.137594572349,OFF024,INST003,2022-06-03,36.07941165739638,8,1,0
APP0610_03,F0610,equipment_purchase,25572.560745192568,14602.552253651244,OFF024,INST014,2022-03-14,41.82323947622552,7,1,0
APP0610_04,F0610,crop_insurance,13074.263980442081,10025.181799138452,OFF003,INST017,2023-07-22,45.324707744471446,5,1,0
APP0611_00,F0611,equipment_purchase,25835.679074655534,18216.825103429714,OFF014,INST016,2023-06-01,24.407040512970486,3,0,0
APP0611_01,F0611,organic_certification,13187.777651492766,4496.146169494957,OFF034,INST011,2022-06-18,37.890070056461525,11,1,0
APP0611_02,F0611,crop_insurance,6942.575087944913,2712.039438380554,OFF034,INST017,2023-04-08,23.963726884469693,3,1,0
APP0611_03,F0611,equipment_purchase,22642.816010068655,18204.36215317717,OFF005,INST000,2023-01-12,19.704407198853666,8,0,0
APP0612_00,F0612,conservation,14304.71712639643,12578.595802530153,OFF021,INST019,2023-11-28,25.406657877581047,5,1,0
APP0612_01,F0612,conservation,1422.5537763833217,969.9388329461426,OFF045,INST004,2022-04-17,30.606720155164655,11,1,0
APP0612_02,F0612,disaster_relief,26082.10082229737,13533.019379107094,OFF035,INST017,2023-06-13,43.29713342515126,6,1,0
APP0613_00,F0613,organic_certification,10355.74847322956,4480.407951836039,OFF005,INST010,2022-11-15,1.0,8,1,0
APP0613_01,F0613,crop_insurance,24063.048419218503,17954.29018172792,OFF016,INST016,2022-10-17,24.09274728715616,5,1,0
APP0613_02,F0613,disaster_relief,11562.026692448246,7897.318932972613,OFF032,INST001,2022-11-24,27.896400758028843,5,1,0
